corpus_id,shard_ordinal,source_path,bytes,sha256,rows,row_groups,occurrences,alias_counts_json
GCI-HOLD-0001,21,literature_zh-00021-of-00233.parquet,889158363,85fd6d39f228989140988b9558f1bb2b85b3b24a1e037995646a0964d4a6fa9a,250000,1,19857,"{""九黎"": 70, ""共工"": 465, ""共工氏"": 43, ""句龙"": 23, ""后土"": 512, ""太昊"": 135, ""女娃"": 63, ""女娲"": 805, ""少昊"": 132, ""帝江"": 5, ""帝鸿"": 11, ""帝鸿氏"": 4, ""应龙"": 363, ""有熊氏"": 14, ""榆罔"": 19, ""涿鹿"": 341, ""炎帝"": 462, ""神农"": 903, ""禹"": 12172, ""精卫"": 536, ""缙云氏"": 5, ""蚩尤"": 40, ""赤帝"": 56, ""轩辕"": 219, ""轩辕氏"": 24, ""阪泉"": 28, ""雨师"": 158, ""颛顼"": 8, ""风伯"": 59, ""鲧"": 7, ""黄帝"": 2167, ""黄帝氏"": 8}"
GCI-HOLD-0001,22,literature_zh-00022-of-00233.parquet,882836697,ff8fb9b8cc696b9c90d72a37f4731abe466ca0c8ecc3d548a4e8fd5a4dae1245,250000,1,20009,"{""九黎"": 73, ""共工"": 611, ""共工氏"": 50, ""句龙"": 9, ""后土"": 329, ""太昊"": 166, ""太皞"": 1, ""女娃"": 30, ""女娲"": 651, ""少昊"": 209, ""帝江"": 4, ""帝鸿"": 20, ""帝鸿氏"": 5, ""应龙"": 443, ""有熊氏"": 10, ""榆罔"": 1, ""涿鹿"": 415, ""炎帝"": 1336, ""神农"": 1758, ""禹"": 10664, ""精卫"": 552, ""缙云氏"": 6, ""蚩尤"": 34, ""赤帝"": 81, ""轩辕"": 249, ""轩辕氏"": 26, ""阪泉"": 31, ""雨师"": 40, ""颛顼"": 6, ""风伯"": 34, ""黄帝"": 2151, ""黄帝氏"": 14}"
GCI-HOLD-0001,23,literature_zh-00023-of-00233.parquet,894448340,d039386c8b178adb7cb58ae9540bfb6ea870deae8f3eb09773fb0dab599f1362,250000,1,17186,"{""九黎"": 59, ""共工"": 382, ""共工氏"": 29, ""句龙"": 12, ""后土"": 241, ""太昊"": 48, ""女娃"": 47, ""女娲"": 234, ""少昊"": 108, ""帝江"": 10, ""帝鸿"": 57, ""帝鸿氏"": 3, ""应龙"": 255, ""有熊氏"": 20, ""涿鹿"": 269, ""炎帝"": 327, ""神农"": 759, ""禹"": 11222, ""精卫"": 631, ""缙云氏"": 5, ""蚩尤"": 34, ""赤帝"": 39, ""轩辕"": 299, ""轩辕氏"": 16, ""阪泉"": 14, ""雨师"": 24, ""颛顼"": 4, ""风伯"": 18, ""黄帝"": 2009, ""黄帝氏"": 11}"
GCI-HOLD-0001,24,literature_zh-00024-of-00233.parquet,882564620,5f7943b6f84af1f3d24c11d94b73598c31287bd1753feb4c77385bbccd8bb70a,250000,1,21914,"{""九黎"": 72, ""共工"": 348, ""共工氏"": 21, ""句龙"": 8, ""后土"": 360, ""太昊"": 260, ""女娃"": 55, ""女娲"": 467, ""少昊"": 171, ""帝江"": 7, ""帝鸿"": 9, ""应龙"": 221, ""有熊氏"": 13, ""榆罔"": 20, ""涿鹿"": 403, ""炎帝"": 1280, ""神农"": 1334, ""禹"": 10182, ""精卫"": 529, ""缙云氏"": 5, ""蚩尤"": 122, ""赤帝"": 86, ""轩辕"": 524, ""轩辕氏"": 53, ""阪泉"": 255, ""雨师"": 69, ""颛顼"": 4, ""风伯"": 46, ""鲧"": 6, ""黄帝"": 4964, ""黄帝氏"": 20}"
GCI-HOLD-0001,25,literature_zh-00025-of-00233.parquet,884793001,7375376fa23a8d683a4fcbb7157fd833b2e5deda42d68427bbf76d11458eb660,250000,1,18167,"{""九黎"": 90, ""共工"": 407, ""共工氏"": 53, ""句龙"": 14, ""后土"": 355, ""太昊"": 107, ""太皞"": 3, ""女娃"": 86, ""女娲"": 508, ""少昊"": 150, ""少皞"": 2, ""帝江"": 2, ""帝鸿"": 19, ""帝鸿氏"": 5, ""应龙"": 465, ""有熊氏"": 16, ""榆罔"": 20, ""涿鹿"": 466, ""炎帝"": 704, ""神农"": 710, ""禹"": 9807, ""精卫"": 666, ""缙云氏"": 7, ""蚩尤"": 158, ""赤帝"": 93, ""轩辕"": 420, ""轩辕氏"": 56, ""阪泉"": 30, ""雨师"": 48, ""颛顼"": 5, ""风伯"": 46, ""黄帝"": 2627, ""黄帝氏"": 22}"
GCI-HOLD-0001,26,literature_zh-00026-of-00233.parquet,874751388,6e0782e2eadb2f6d42969e272abb2111571a6833971894380a5fe8f6bcc0799d,250000,1,19375,"{""九黎"": 63, ""共工"": 394, ""共工氏"": 30, ""句龙"": 19, ""后土"": 279, ""太昊"": 98, ""女娃"": 35, ""女娲"": 512, ""少昊"": 111, ""帝江"": 2, ""帝鸿"": 2, ""应龙"": 333, ""有熊氏"": 18, ""榆罔"": 2, ""涿鹿"": 402, ""炎帝"": 551, ""神农"": 1284, ""禹"": 11715, ""精卫"": 605, ""缙云氏"": 1, ""蚩尤"": 57, ""赤帝"": 35, ""轩辕"": 248, ""轩辕氏"": 24, ""阪泉"": 23, ""雨师"": 29, ""颛顼"": 30, ""风伯"": 22, ""黄帝"": 2447, ""黄帝氏"": 4}"
GCI-HOLD-0001,27,literature_zh-00027-of-00233.parquet,883360422,197f5bb137b4652bf85950db495cae91a32351dd567fc303484fe7393cfd5907,250000,1,22709,"{""九黎"": 170, ""共工"": 654, ""共工氏"": 78, ""句龙"": 12, ""后土"": 340, ""太昊"": 155, ""女娃"": 107, ""女娲"": 721, ""少昊"": 190, ""帝江"": 10, ""帝鸿"": 13, ""帝鸿氏"": 8, ""应龙"": 276, ""有熊氏"": 24, ""榆罔"": 23, ""涿鹿"": 480, ""炎帝"": 700, ""神农"": 1081, ""禹"": 13632, ""精卫"": 669, ""缙云氏"": 14, ""蚩尤"": 27, ""赤帝"": 73, ""轩辕"": 320, ""轩辕氏"": 57, ""阪泉"": 45, ""雨师"": 35, ""颛顼"": 5, ""风伯"": 26, ""鲧"": 3, ""黄帝"": 2743, ""黄帝氏"": 18}"
GCI-HOLD-0001,28,literature_zh-00028-of-00233.parquet,895012463,63ae3a33fb90ac30e33cd4bde6feb08446c473f4b255c33695a5c016d1774f6c,250000,1,21384,"{""九黎"": 109, ""共工"": 601, ""共工氏"": 66, ""句龙"": 15, ""后土"": 274, ""太昊"": 70, ""女娃"": 42, ""女娲"": 501, ""少昊"": 151, ""帝江"": 18, ""帝鸿"": 11, ""帝鸿氏"": 2, ""应龙"": 359, ""有熊氏"": 19, ""榆罔"": 56, ""涿鹿"": 330, ""炎帝"": 734, ""神农"": 1086, ""禹"": 12886, ""精卫"": 701, ""缙云氏"": 3, ""蚩尤"": 356, ""赤帝"": 52, ""轩辕"": 647, ""轩辕氏"": 30, ""阪泉"": 27, ""雨师"": 42, ""颛顼"": 7, ""风伯"": 35, ""鲧"": 5, ""黄帝"": 2134, ""黄帝氏"": 15}"
GCI-HOLD-0001,29,literature_zh-00029-of-00233.parquet,878367940,3f045e8749684e77d0219dd598a81018bc003ec9a413bf19c774e1ccb047ae54,250000,1,20323,"{""九黎"": 264, ""共工"": 535, ""共工氏"": 22, ""句龙"": 9, ""后土"": 610, ""太昊"": 104, ""女娃"": 109, ""女娲"": 1508, ""少昊"": 82, ""帝江"": 136, ""帝鸿"": 12, ""帝鸿氏"": 2, ""应龙"": 307, ""有熊氏"": 14, ""榆罔"": 55, ""涿鹿"": 299, ""炎帝"": 405, ""神农"": 1319, ""禹"": 10408, ""精卫"": 480, ""蚩尤"": 452, ""赤帝"": 83, ""轩辕"": 906, ""轩辕氏"": 19, ""阪泉"": 26, ""雨师"": 82, ""颛顼"": 143, ""风伯"": 62, ""鲧"": 98, ""黄帝"": 1761, ""黄帝氏"": 11}"
GCI-HOLD-0001,30,literature_zh-00030-of-00233.parquet,888438856,b38be489e675a6a276cef8c24b397e32c458d836720860452da3e734468e8adc,250000,1,19676,"{""九黎"": 56, ""共工"": 393, ""共工氏"": 31, ""句龙"": 13, ""后土"": 379, ""太昊"": 181, ""女娃"": 78, ""女娲"": 503, ""少昊"": 108, ""帝江"": 24, ""帝鸿"": 16, ""帝鸿氏"": 2, ""应龙"": 737, ""有熊氏"": 9, ""榆罔"": 13, ""涿鹿"": 486, ""炎帝"": 625, ""神农"": 982, ""禹"": 11630, ""精卫"": 638, ""缙云氏"": 2, ""蚩尤"": 41, ""赤帝"": 59, ""轩辕"": 269, ""轩辕氏"": 17, ""阪泉"": 32, ""雨师"": 61, ""风伯"": 28, ""鲧"": 3, ""黄帝"": 2248, ""黄帝氏"": 12}"
