query,hit_rank,corpus_id,source_file,unit_no,locator_type,sha1,fts_query
颛顼,17,GCI-HOLD-0003,02汉书.txt,1220,line,c891a1cdc1d59c70a249ae2e1ee40ebf48827440,"""颛 顼"""
颛顼,18,GCI-HOLD-0003,02汉书.txt,1283,line,bf9472c14dca7f3ed7ab35439c15b1593c7ea175,"""颛 顼"""
颛顼,19,GCI-HOLD-0003,02汉书.txt,1284,line,8027662aaa8a54b8ae016e6956b297dc837b03ae,"""颛 顼"""
颛顼,20,GCI-HOLD-0003,02汉书.txt,1481,line,38dec55406f0bcfd5f70de467b7136c7e869185c,"""颛 顼"""
颛顼,21,GCI-HOLD-0003,02汉书.txt,1482,line,d47625a381eb3778def433e29186125ea60b61ad,"""颛 顼"""
颛顼,22,GCI-HOLD-0003,02汉书.txt,1484,line,5cf99c2d173d27cb2dac2ecaddb85a101e68548d,"""颛 顼"""
颛顼,23,GCI-HOLD-0003,02汉书.txt,1485,line,7654b10d83b9b4911972d50bdff994be5aba522e,"""颛 顼"""
颛顼,24,GCI-HOLD-0003,02汉书.txt,1510,line,0e7e693e061c85614013e5218250ae832888dcfb,"""颛 顼"""
颛顼,25,GCI-HOLD-0003,02汉书.txt,1542,line,b402eac1579a2eacce5b6252bbe72e72afec3a73,"""颛 顼"""
九黎,1,GCI-HOLD-0003,01史记.txt,840,line,8bbaf5d588881a754504efe3daaed72b361e470b,"""九 黎"""
九黎,2,GCI-HOLD-0003,01史记.txt,841,line,f9dad2d571adb0c97aef07d61228ad0203a6204a,"""九 黎"""
九黎,3,GCI-HOLD-0003,02汉书.txt,1481,line,38dec55406f0bcfd5f70de467b7136c7e869185c,"""九 黎"""
九黎,4,GCI-HOLD-0003,02汉书.txt,1751,line,c6673a21c382d3e2a1c22a458e843648415a405c,"""九 黎"""
九黎,5,GCI-HOLD-0003,04三国志.txt,1601,line,ca468f5b6fd2b9b8420d4a7d0fd412208c170183,"""九 黎"""
九黎,6,GCI-HOLD-0003,08梁书.txt,1730,line,07bf68ccba770cd6dff5b049629277ce8b228d70,"""九 黎"""
九黎,7,GCI-HOLD-0003,09陈书.txt,982,line,b8dac40cac6b54ced7dcfabe669f737a88cd4db1,"""九 黎"""
九黎,8,GCI-HOLD-0003,17新唐书.txt,1204,line,cd9922a1b3ff4c7bda5de8b7a0bc08a570e8bbe2,"""九 黎"""
九黎,9,GCI-HOLD-0003,17新唐书.txt,11095,line,8c5a8b68ef27b66e7288faa4264a694444f3d841,"""九 黎"""
九黎,10,GCI-HOLD-0003,20宋史.txt,45334,line,3d589af7e9e8c9b9b309abafaf5a5dd55c5678bf,"""九 黎"""
