序号,书名,时代,字符数,系统,词项,变体,独立Raw次数,最长优先次数,每百万字
09,陈书,魏晋南北朝,202689,鸟—凤—风系统,皇,皇,255,255,1258.0850465491467
10,魏书,魏晋南北朝,1281297,蛇—ta系统,他,他,133,133,103.80107032171307
10,魏书,魏晋南北朝,1281297,蛇—ta系统,她,她,0,0,0.0
10,魏书,魏晋南北朝,1281297,蛇—ta系统,它,它,0,0,0.0
10,魏书,魏晋南北朝,1281297,蛇—ta系统,蛇,蛇 / 虵,56,56,43.70571381966867
10,魏书,魏晋南北朝,1281297,蛇—ta系统,也,也,3350,3350,2614.5382374266073
10,魏书,魏晋南北朝,1281297,蛇—ta系统,佗,佗,9,9,7.024132578161035
10,魏书,魏晋南北朝,1281297,蛇—ta系统,牠,牠,0,0,0.0
10,魏书,魏晋南北朝,1281297,蛇—ta系统,姐姊,姐 / 姊,47,47,36.68158124150762
10,魏书,魏晋南北朝,1281297,蛇—ta系统,巳,巳,343,343,267.6974971454706
10,魏书,魏晋南北朝,1281297,蛇—ta系统,虺,虺,6,6,4.682755052107357
10,魏书,魏晋南北朝,1281297,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,5,5,3.902295876756131
10,魏书,魏晋南北朝,1281297,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
10,魏书,魏晋南北朝,1281297,蛇—ta系统,化蛇,化蛇,0,0,0.0
10,魏书,魏晋南北朝,1281297,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,娲,娲 / 媧,2,2,1.5609183507024522
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,女娲,女娲 / 女媧,2,2,1.5609183507024522
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,娃,娃,0,0,0.0
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,女娃,女娃,0,0,0.0
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,蛙,蛙,0,0,0.0
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,黾,黾 / 黽,2,2,1.5609183507024522
10,魏书,魏晋南北朝,1281297,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,鸟,鸟 / 鳥,99,99,77.26545835977139
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,凤,凤 / 鳳,121,121,94.43556021749836
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,21,21,16.389642682375747
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,7,7,5.463214227458583
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,9,9,7.024132578161035
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,风,风 / 風,821,821,640.7569829633567
10,魏书,魏晋南北朝,1281297,鸟—凤—风系统,皇,皇,1320,1320,1030.2061114636185
11,北齐书,魏晋南北朝,263571,蛇—ta系统,他,他,38,38,144.17367616315906
11,北齐书,魏晋南北朝,263571,蛇—ta系统,她,她,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,它,它,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,蛇,蛇 / 虵,12,12,45.52852931468182
11,北齐书,魏晋南北朝,263571,蛇—ta系统,也,也,684,684,2595.126170936863
11,北齐书,魏晋南北朝,263571,蛇—ta系统,佗,佗,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,牠,牠,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,姐姊,姐 / 姊,31,31,117.61536739626135
11,北齐书,魏晋南北朝,263571,蛇—ta系统,巳,巳,53,53,201.08433780651134
11,北齐书,魏晋南北朝,263571,蛇—ta系统,虺,虺,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,化蛇,化蛇,0,0,0.0
11,北齐书,魏晋南北朝,263571,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,娲,娲 / 媧,1,1,3.794044109556818
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,女娲,女娲 / 女媧,1,1,3.794044109556818
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,娃,娃,0,0,0.0
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,女娃,女娃,0,0,0.0
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,蛙,蛙,0,0,0.0
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,黾,黾 / 黽,0,0,0.0
11,北齐书,魏晋南北朝,263571,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,鸟,鸟 / 鳥,14,14,53.11661753379545
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,凤,凤 / 鳳,43,43,163.14389671094315
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,2,2,7.588088219113636
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,0,0,0.0
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,0,0,0.0
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,风,风 / 風,205,205,777.7790424591477
11,北齐书,魏晋南北朝,263571,鸟—凤—风系统,皇,皇,424,424,1608.6747024520907
12,周书,魏晋南北朝,327629,蛇—ta系统,他,他,29,29,88.5147529675334
12,周书,魏晋南北朝,327629,蛇—ta系统,她,她,0,0,0.0
12,周书,魏晋南北朝,327629,蛇—ta系统,它,它,0,0,0.0
12,周书,魏晋南北朝,327629,蛇—ta系统,蛇,蛇 / 虵,9,9,27.47009574854485
12,周书,魏晋南北朝,327629,蛇—ta系统,也,也,832,832,2539.457740309924
12,周书,魏晋南北朝,327629,蛇—ta系统,佗,佗,0,0,0.0
12,周书,魏晋南北朝,327629,蛇—ta系统,牠,牠,0,0,0.0
12,周书,魏晋南北朝,327629,蛇—ta系统,姐姊,姐 / 姊,9,9,27.47009574854485
12,周书,魏晋南北朝,327629,蛇—ta系统,巳,巳,72,72,219.7607659883588
12,周书,魏晋南北朝,327629,蛇—ta系统,虺,虺,1,1,3.052232860949428
12,周书,魏晋南北朝,327629,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,0,0,0.0
12,周书,魏晋南北朝,327629,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
12,周书,魏晋南北朝,327629,蛇—ta系统,化蛇,化蛇,0,0,0.0
12,周书,魏晋南北朝,327629,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,娲,娲 / 媧,0,0,0.0
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,女娲,女娲 / 女媧,0,0,0.0
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,娃,娃,0,0,0.0
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,女娃,女娃,0,0,0.0
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,蛙,蛙,1,1,3.052232860949428
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,黾,黾 / 黽,0,0,0.0
12,周书,魏晋南北朝,327629,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
12,周书,魏晋南北朝,327629,鸟—凤—风系统,鸟,鸟 / 鳥,16,16,48.835725775190845
12,周书,魏晋南北朝,327629,鸟—凤—风系统,凤,凤 / 鳳,36,36,109.8803829941794
12,周书,魏晋南北朝,327629,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,2,2,6.104465721898856
12,周书,魏晋南北朝,327629,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,0,0,0.0
12,周书,魏晋南北朝,327629,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,1,1,3.052232860949428
12,周书,魏晋南北朝,327629,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
12,周书,魏晋南北朝,327629,鸟—凤—风系统,风,风 / 風,199,199,607.3943393289361
12,周书,魏晋南北朝,327629,鸟—凤—风系统,皇,皇,391,391,1193.423048631226
13,隋书,隋唐,909341,蛇—ta系统,他,他,63,63,69.2809408131823
13,隋书,隋唐,909341,蛇—ta系统,她,她,0,0,0.0
13,隋书,隋唐,909341,蛇—ta系统,它,它,1,1,1.099697473225116
13,隋书,隋唐,909341,蛇—ta系统,蛇,蛇 / 虵,62,62,68.18124333995718
13,隋书,隋唐,909341,蛇—ta系统,也,也,3062,3062,3367.2736630153045
13,隋书,隋唐,909341,蛇—ta系统,佗,佗,20,20,21.993949464502315
13,隋书,隋唐,909341,蛇—ta系统,牠,牠,0,0,0.0
13,隋书,隋唐,909341,蛇—ta系统,姐姊,姐 / 姊,18,18,19.794554518052085
13,隋书,隋唐,909341,蛇—ta系统,巳,巳,142,142,156.15704119796644
13,隋书,隋唐,909341,蛇—ta系统,虺,虺,1,1,1.099697473225116
13,隋书,隋唐,909341,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,4,4,4.398789892900464
13,隋书,隋唐,909341,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
13,隋书,隋唐,909341,蛇—ta系统,化蛇,化蛇,0,0,0.0
13,隋书,隋唐,909341,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
13,隋书,隋唐,909341,娲—娃—蛙系统,娲,娲 / 媧,2,2,2.199394946450232
13,隋书,隋唐,909341,娲—娃—蛙系统,女娲,女娲 / 女媧,2,2,2.199394946450232
13,隋书,隋唐,909341,娲—娃—蛙系统,娃,娃,0,0,0.0
13,隋书,隋唐,909341,娲—娃—蛙系统,女娃,女娃,0,0,0.0
13,隋书,隋唐,909341,娲—娃—蛙系统,蛙,蛙,1,1,1.099697473225116
13,隋书,隋唐,909341,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
13,隋书,隋唐,909341,娲—娃—蛙系统,黾,黾 / 黽,1,1,1.099697473225116
13,隋书,隋唐,909341,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
13,隋书,隋唐,909341,鸟—凤—风系统,鸟,鸟 / 鳥,120,120,131.96369678701387
13,隋书,隋唐,909341,鸟—凤—风系统,凤,凤 / 鳳,81,81,89.07549533123438
13,隋书,隋唐,909341,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,14,14,15.395764625151621
13,隋书,隋唐,909341,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,5,5,5.498487366125579
13,隋书,隋唐,909341,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,22,22,24.193344410952548
13,隋书,隋唐,909341,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
13,隋书,隋唐,909341,鸟—凤—风系统,风,风 / 風,620,620,681.8124333995718
13,隋书,隋唐,909341,鸟—凤—风系统,皇,皇,2735,2735,3007.672589270692
14,北史,魏晋南北朝,1382313,蛇—ta系统,他,他,171,171,123.70570196475038
14,北史,魏晋南北朝,1382313,蛇—ta系统,她,她,0,0,0.0
14,北史,魏晋南北朝,1382313,蛇—ta系统,它,它,0,0,0.0
14,北史,魏晋南北朝,1382313,蛇—ta系统,蛇,蛇 / 虵,50,50,36.17125788442994
14,北史,魏晋南北朝,1382313,蛇—ta系统,也,也,4032,4032,2916.8502358004303
14,北史,魏晋南北朝,1382313,蛇—ta系统,佗,佗,23,23,16.638778626837773
14,北史,魏晋南北朝,1382313,蛇—ta系统,牠,牠,0,0,0.0
14,北史,魏晋南北朝,1382313,蛇—ta系统,姐姊,姐 / 姊,109,109,78.85334218805727
14,北史,魏晋南北朝,1382313,蛇—ta系统,巳,巳,345,345,249.58167940256655
14,北史,魏晋南北朝,1382313,蛇—ta系统,虺,虺,3,3,2.1702754730657965
14,北史,魏晋南北朝,1382313,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,1,1,0.7234251576885987
14,北史,魏晋南北朝,1382313,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
14,北史,魏晋南北朝,1382313,蛇—ta系统,化蛇,化蛇,0,0,0.0
14,北史,魏晋南北朝,1382313,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,娲,娲 / 媧,1,1,0.7234251576885987
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,女娲,女娲 / 女媧,1,1,0.7234251576885987
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,娃,娃,0,0,0.0
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,女娃,女娃,0,0,0.0
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,蛙,蛙,0,0,0.0
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,黾,黾 / 黽,1,1,0.7234251576885987
14,北史,魏晋南北朝,1382313,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,鸟,鸟 / 鳥,89,89,64.38483903428529
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,凤,凤 / 鳳,146,146,105.62007302253541
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,16,16,11.57480252301758
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,1,1,0.7234251576885987
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,7,7,5.063976103820191
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,风,风 / 風,895,895,647.4655161312959
14,北史,魏晋南北朝,1382313,鸟—凤—风系统,皇,皇,2178,2178,1575.619993445768
15,南史,魏晋南北朝,846370,蛇—ta系统,他,他,81,81,95.70282500561221
15,南史,魏晋南北朝,846370,蛇—ta系统,她,她,0,0,0.0
15,南史,魏晋南北朝,846370,蛇—ta系统,它,它,1,1,1.1815163580939778
15,南史,魏晋南北朝,846370,蛇—ta系统,蛇,蛇 / 虵,32,32,37.80852345900729
15,南史,魏晋南北朝,846370,蛇—ta系统,也,也,2242,2242,2648.9596748466984
15,南史,魏晋南北朝,846370,蛇—ta系统,佗,佗,21,21,24.811843519973532
15,南史,魏晋南北朝,846370,蛇—ta系统,牠,牠,0,0,0.0
15,南史,魏晋南北朝,846370,蛇—ta系统,姐姊,姐 / 姊,47,47,55.53126883041696
15,南史,魏晋南北朝,846370,蛇—ta系统,巳,巳,178,178,210.30991174072804
15,南史,魏晋南北朝,846370,蛇—ta系统,虺,虺,1,1,1.1815163580939778
15,南史,魏晋南北朝,846370,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,0,0,0.0
15,南史,魏晋南北朝,846370,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
15,南史,魏晋南北朝,846370,蛇—ta系统,化蛇,化蛇,0,0,0.0
15,南史,魏晋南北朝,846370,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,娲,娲 / 媧,0,0,0.0
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,女娲,女娲 / 女媧,0,0,0.0
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,娃,娃,0,0,0.0
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,女娃,女娃,0,0,0.0
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,蛙,蛙,3,3,3.5445490742819334
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,黾,黾 / 黽,2,2,2.3630327161879556
15,南史,魏晋南北朝,846370,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
15,南史,魏晋南北朝,846370,鸟—凤—风系统,鸟,鸟 / 鳥,82,82,96.88434136370618
15,南史,魏晋南北朝,846370,鸟—凤—风系统,凤,凤 / 鳳,67,67,79.16159599229651
15,南史,魏晋南北朝,846370,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,14,14,16.54122901331569
15,南史,魏晋南北朝,846370,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,0,0,0.0
15,南史,魏晋南北朝,846370,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,47,47,55.53126883041696
15,南史,魏晋南北朝,846370,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
15,南史,魏晋南北朝,846370,鸟—凤—风系统,风,风 / 風,610,610,720.7249784373264
15,南史,魏晋南北朝,846370,鸟—凤—风系统,皇,皇,924,924,1091.7211148788356
16,旧唐书,隋唐,2490424,蛇—ta系统,他,他,311,311,124.87833397044037
16,旧唐书,隋唐,2490424,蛇—ta系统,她,她,0,0,0.0
16,旧唐书,隋唐,2490424,蛇—ta系统,它,它,0,0,0.0
16,旧唐书,隋唐,2490424,蛇—ta系统,蛇,蛇 / 虵,73,73,29.312277748688576
16,旧唐书,隋唐,2490424,蛇—ta系统,也,也,6786,6786,2724.8372164739817
16,旧唐书,隋唐,2490424,蛇—ta系统,佗,佗,14,14,5.621532718926577
16,旧唐书,隋唐,2490424,蛇—ta系统,牠,牠,0,0,0.0
16,旧唐书,隋唐,2490424,蛇—ta系统,姐姊,姐 / 姊,74,74,29.713815800040475
16,旧唐书,隋唐,2490424,蛇—ta系统,巳,巳,696,696,279.4704837409212
16,旧唐书,隋唐,2490424,蛇—ta系统,虺,虺,14,14,5.621532718926577
16,旧唐书,隋唐,2490424,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,0,0,0.0
16,旧唐书,隋唐,2490424,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
16,旧唐书,隋唐,2490424,蛇—ta系统,化蛇,化蛇,0,0,0.0
16,旧唐书,隋唐,2490424,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,娲,娲 / 媧,5,5,2.0076902567594916
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,女娲,女娲 / 女媧,3,3,1.204614154055695
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,娃,娃,0,0,0.0
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,女娃,女娃,0,0,0.0
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,蛙,蛙,5,5,2.0076902567594916
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,黾,黾 / 黽,6,6,2.40922830811139
16,旧唐书,隋唐,2490424,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
16,旧唐书,隋唐,2490424,鸟—凤—风系统,鸟,鸟 / 鳥,155,155,62.23839795954424
16,旧唐书,隋唐,2490424,鸟—凤—风系统,凤,凤 / 鳳,954,954,383.067300989711
16,旧唐书,隋唐,2490424,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,6,6,2.40922830811139
16,旧唐书,隋唐,2490424,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,3,3,1.204614154055695
16,旧唐书,隋唐,2490424,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,14,14,5.621532718926577
16,旧唐书,隋唐,2490424,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
16,旧唐书,隋唐,2490424,鸟—凤—风系统,风,风 / 風,1161,1161,466.1856776195539
16,旧唐书,隋唐,2490424,鸟—凤—风系统,皇,皇,2985,2985,1198.5910832854165
17,新唐书,隋唐,2110768,蛇—ta系统,他,他,108,108,51.16621059254262
17,新唐书,隋唐,2110768,蛇—ta系统,她,她,0,0,0.0
17,新唐书,隋唐,2110768,蛇—ta系统,它,它,424,424,200.8747526966488
17,新唐书,隋唐,2110768,蛇—ta系统,蛇,蛇 / 虵,91,91,43.112270036309056
17,新唐书,隋唐,2110768,蛇—ta系统,也,也,5121,5121,2426.1311522630626
17,新唐书,隋唐,2110768,蛇—ta系统,佗,佗,31,31,14.686597484896492
17,新唐书,隋唐,2110768,蛇—ta系统,牠,牠,0,0,0.0
17,新唐书,隋唐,2110768,蛇—ta系统,姐姊,姐 / 姊,67,67,31.74200101574403
17,新唐书,隋唐,2110768,蛇—ta系统,巳,巳,559,559,264.8325159373271
17,新唐书,隋唐,2110768,蛇—ta系统,虺,虺,26,26,12.317791438945447
17,新唐书,隋唐,2110768,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,3,3,1.4212836275706284
17,新唐书,隋唐,2110768,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
17,新唐书,隋唐,2110768,蛇—ta系统,化蛇,化蛇,0,0,0.0
17,新唐书,隋唐,2110768,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
17,新唐书,隋唐,2110768,娲—娃—蛙系统,娲,娲 / 媧,3,3,1.4212836275706284
17,新唐书,隋唐,2110768,娲—娃—蛙系统,女娲,女娲 / 女媧,3,3,1.4212836275706284
17,新唐书,隋唐,2110768,娲—娃—蛙系统,娃,娃,0,0,0.0
17,新唐书,隋唐,2110768,娲—娃—蛙系统,女娃,女娃,0,0,0.0
17,新唐书,隋唐,2110768,娲—娃—蛙系统,蛙,蛙,2,2,0.9475224183804188
17,新唐书,隋唐,2110768,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
17,新唐书,隋唐,2110768,娲—娃—蛙系统,黾,黾 / 黽,4,4,1.8950448367608377
17,新唐书,隋唐,2110768,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
17,新唐书,隋唐,2110768,鸟—凤—风系统,鸟,鸟 / 鳥,162,162,76.74931588881394
17,新唐书,隋唐,2110768,鸟—凤—风系统,凤,凤 / 鳳,789,789,373.79759405107524
17,新唐书,隋唐,2110768,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,6,6,2.842567255141257
17,新唐书,隋唐,2110768,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,3,3,1.4212836275706284
17,新唐书,隋唐,2110768,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,14,14,6.632656928662932
17,新唐书,隋唐,2110768,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
17,新唐书,隋唐,2110768,鸟—凤—风系统,风,风 / 風,780,780,369.53374316836334
17,新唐书,隋唐,2110768,鸟—凤—风系统,皇,皇,2341,2341,1109.0749907142804
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,他,他,140,140,167.6245210727969
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,她,她,0,0,0.0
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,它,它,0,0,0.0
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,蛇,蛇 / 虵,29,29,34.72222222222222
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,也,也,2248,2248,2691.5708812260536
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,佗,佗,1,1,1.1973180076628351
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,牠,牠,0,0,0.0
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,姐姊,姐 / 姊,14,14,16.762452107279692
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,巳,巳,388,388,464.5593869731801
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,虺,虺,7,7,8.381226053639846
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,2,2,2.3946360153256703
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,化蛇,化蛇,0,0,0.0
18,旧五代史,五代两宋辽金,835200,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,娲,娲 / 媧,0,0,0.0
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,女娲,女娲 / 女媧,0,0,0.0
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,娃,娃,0,0,0.0
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,女娃,女娃,0,0,0.0
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,蛙,蛙,1,1,1.1973180076628351
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,黾,黾 / 黽,3,3,3.5919540229885056
18,旧五代史,五代两宋辽金,835200,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,鸟,鸟 / 鳥,20,20,23.946360153256705
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,凤,凤 / 鳳,381,381,456.17816091954023
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,0,0,0.0
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,0,0,0.0
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,0,0,0.0
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,风,风 / 風,251,251,300.52681992337165
18,旧五代史,五代两宋辽金,835200,鸟—凤—风系统,皇,皇,1712,1712,2049.8084291187743
19,新五代史,五代两宋辽金,364360,蛇—ta系统,他,他,18,18,49.401690635635084
19,新五代史,五代两宋辽金,364360,蛇—ta系统,她,她,0,0,0.0
19,新五代史,五代两宋辽金,364360,蛇—ta系统,它,它,5,5,13.722691843231969
19,新五代史,五代两宋辽金,364360,蛇—ta系统,蛇,蛇 / 虵,7,7,19.211768580524755
19,新五代史,五代两宋辽金,364360,蛇—ta系统,也,也,1561,1561,4284.22439345702
19,新五代史,五代两宋辽金,364360,蛇—ta系统,佗,佗,54,54,148.20507190690526
19,新五代史,五代两宋辽金,364360,蛇—ta系统,牠,牠,0,0,0.0
